Year,Quarter,Month,Day,Date,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Aboard,Fatalities (air),Ground,Casualties
1997,Qtr 3,July,30,30/07/1997,Italy,Aerospatiale,Aerospatiale ATR 42,Florence Italy,Littoral Air,17,1,0,1
1952,Qtr 3,August,21,21/08/1952,Italy,Handley,Handley Page HP 81 Hermes 4AG,Off Trapani Italy,Airwork,57,7,0,7
1958,Qtr 4,November,3,03/11/1958,Italy,Douglas,Douglas C 47,Near Roccatamburo di Poggiodomo Italy,Airlines Yemen,8,8,0,8
1963,Qtr 1,March,30,30/03/1963,Italy,Douglas,Douglas DC 3I,Near Sora Italy,Itavia,11,11,0,11
1922,Qtr 4,October,2,02/10/1922,Italy,de Havilland,de Havilland DH 9G,Venice Italyde,Service Air Havilland,4,4,0,4
1956,Qtr 4,December,22,22/12/1956,Italy,Douglas,Douglas DC 3I,Mt. Giner Italy,Italiane Aeree Linee,21,21,0,21
1958,Qtr 1,February,15,15/02/1958,Italy,Douglas,Douglas VC 47A42,Mount Vesuvius Italy,Force Air US - Military,16,16,0,16
1967,Qtr 1,March,11,11/03/1967,Italy,de Havilland,de Havilland Canada DHC 6 Twin Otter 100I,Mt Visenti Italy,Aeralpi,5,4,0,4
1960,Qtr 3,July,31,31/07/1960,Italy,Convair,Convair CV 240,Near Rimini Italy,Flugdienst Deutsche,34,1,0,1
1935,Qtr 4,November,9,09/11/1935,Italy,Shorts,Short S 17 KentG,Brindisi Italy,Airways Imperial,13,12,0,12
2002,Qtr 1,March,9,09/03/2002,Italy,Antonov,Antonov 2TPLY AVD,Monte Rotondo Italy,Prekés Svedijos,3,3,0,3
1963,Qtr 1,March,20,20/03/1963,Italy,de Havilland,de Havilland Comet 4CSA R,Monte Matto Italy,Flight Royal Arabian Saudi,18,18,0,18
1947,Qtr 1,March,8,08/03/1947,Italy,Douglas,Douglas C 47BKK122,L'isola di Ischia Italy,Force Air Royal - Military,13,13,0,13
1958,Qtr 4,October,22,22/10/1958,Italy,Vickers,Vickers Viscount 701CG ANHC,Anzio Italy,Airways European British,31,31,0,31
1945,Qtr 4,November,9,09/11/1945,Italy,Douglas,Douglas C 47A,Near Boccadi Italy,Forces Air Army U.S. - Military,24,24,0,24
1945,Qtr 2,April,23,23/04/1945,Isle,B,B17G Flying Fortress43 38856,North Barrule Isle,England         Man of Military - U.S. Air Force,31,31,0,31
1986,Qtr 2,June,12,12/06/1986,Islay,de Havilland,de Havilland Canada DHC 6 Twin Otter 300G,Port Ellen Islay,IslandLoganair,16,1,0,1
1977,Qtr 4,November,19,19/11/1977,Island,Boeing,Boeing B 727,Near Funchal Island,Portugal         Madeira of TAP (Air Portugal),164,131,0,131
2011,Qtr 1,February,10,10/02/2011,Ireland,Swearingen,Swearingen SA 227BC Metro IIIEC,Cork Ireland,Manx2,12,6,0,6
1961,Qtr 3,September,10,10/09/1961,Ireland,Douglas,Douglas DC 6BN90773,Shannon Ireland,Airlines President,83,83,0,83
1948,Qtr 2,April,15,15/04/1948,Ireland,Lockheed,Lockheed L 049,Shannon Ireland,Airways World American Pan,31,30,0,30
1955,Qtr 1,January,11,11/01/1955,Ireland,Avro,Avro Shackleton M 2 / Avro Shakleton M,Off Skellings Ireland,Force Air -Royal Military,18,18,0,18
1954,Qtr 3,September,5,05/09/1954,Ireland,Lockheed,Lockheed 1049C 55,Foynes Ireland,Airlines Dutch Royal KLM,56,28,0,28
1943,Qtr 3,July,28,28/07/1943,Ireland,Shorts,Short S 25 Sunderland 3 (flying boat)G,Brandon Head Ireland,Airways Overseas British,25,10,0,10
1949,Qtr 3,August,15,15/08/1949,Ireland,Douglas,Douglas DC 3 (C,Off Lurga Point Ireland,Lines Air Transocean,58,8,0,8
1967,Qtr 2,June,12,12/06/1967,Ireland,Bristol,Bristol 170 Freighter 31EEI APM,Dublin Ireland,Turas Aer,2,2,0,2
1960,Qtr 1,February,26,26/02/1960,Ireland,Douglas,Douglas DC 7CI,Shannon Ireland,Alitalia,52,34,0,34
1946,Qtr 4,December,28,28/12/1946,Ireland,Lockheed,Lockheed 049 ConsellationNC86505,Near Shannon Ireland,Air Western and Continental Trans,23,13,0,13
1952,Qtr 1,January,10,10/01/1952,Ireland,Douglas,Douglas DC 3EI,Com Edno Ireland,Lingus Aer,23,23,0,23
1968,Qtr 1,March,24,24/03/1968,Ireland,Vickers,Vickers Viscount 803EI AOM,Off Wexford Harbor Ireland,Lingus Aer,61,61,0,61
1957,Qtr 4,October,23,23/10/1957,Ireland,Vickers,Vickers 802 ViscountG AOJA,Belfast Ireland,Airways European British,7,7,0,7
1956,Qtr 3,July,15,15/07/1956,Ireland,Convair,Convair CV 440,Shannon Ireland,Swissair,4,4,0,4
2007,Qtr 1,January,20,20/01/2007,Iraq,Sirkorsky,Sikorsky UH 60L Black Hawk,Near Baghdad Iraq,Army US - Military,12,12,0,12
2005,Qtr 1,January,30,30/01/2005,Iraq,Lockheed,Lockheed Hercules C.1XV179,Near Al Taji Iraq,Force Air Royal - Military,10,10,0,10
2005,Qtr 1,January,26,26/01/2005,Iraq,CH,CH53E Sea Stallion164536,Rutbah Iraq,Marines U.S. - Military,31,31,0,31
2003,Qtr 4,November,2,02/11/2003,Iraq,CH,CH  47 Chinook,Near Hasi Iraq,Army U.S. - Military,36,15,0,15
1957,Qtr 2,April,20,20/04/1957,Iraq,Lockheed,Lockheed Super ConstellationF BGNE,Jirkouk Iraq,France Air,0,1,0,1
2006,Qtr 1,January,7,07/01/2006,Iraq,UH,UH  60L Black Hawk91,Near Tal Afar Iraq,Army US - Military,12,12,0,12
2007,Qtr 1,January,9,09/01/2007,Iraq,Antonov,Antonov 26B 100ER,Near Balad Air Base Iraq,Cargo Air Aeriantur-M Moldovan,35,34,0,34
2003,Qtr 4,November,15,15/11/2003,Iraq,UH,UH  60 Black Hawk / UH,Mosul Iraq,Army U.S. - Military,22,17,0,17
2008,Qtr 4,November,13,13/11/2008,Iraq,Antonov,Antonov An 12S9,Fallujah Iraq,Group Aviation Falcon,7,7,0,7
2007,Qtr 3,August,22,22/08/2007,Iraq,UH,UH  60 Blackhawk helilcopter,Near Kirkuk Iraq,Army U.S. - Military,14,14,0,14
1932,Qtr 1,March,29,29/03/1932,Iraq,Farman,Farman F 190F,Rutbah Wells Iraq,Orient Air,3,3,0,3
2005,Qtr 2,April,21,21/04/2005,Iraq,Mil,Mil Mi 8,Near Baghdad Iraq,Bulgarian - Military,11,11,0,11
1938,Qtr 4,November,27,27/11/1938,Iraq,Shorts,Short Empire Flying BoatG AETW,Bagdad Iraq,Airways Imperial,6,4,0,4
1993,Qtr 4,November,15,15/11/1993,Iran,Antonov,Antonov AN 124RA,Near Kerman Iran,Avialinii Magistralnye,17,17,0,17
1993,Qtr 1,February,8,08/02/1993,Iran,Tupolev,Tupolev TU 154M / Sukhoi Su,Near Tehran Iran,Force Air Iranian - Military  /  Tours Air Iran,133,133,0,133
2006,Qtr 1,January,9,09/01/2006,Iran,Dassault,Dassault Falcon 2015 2233,Near Orumiyeh Iran,Force Air Corps Guard Revolutionary Iranian - Military,11,11,0,11
2000,Qtr 1,February,2,02/02/2000,Iran,Lockheed,Lockheed C 130 Hercules,Tehran Iran,Force Air Iran of Republic Islamic - Military,8,8,0,8
1950,Qtr 3,September,14,14/09/1950,Iran,Douglas,Douglas DC 3EP,Tehran Iran,Air Iran,8,8,0,8
1992,Qtr 2,April,26,26/04/1992,Iran,Fokker,Fokker F 27 Friendship 400M5,Saveh Iran,Services Airline Saha,39,39,0,39
2006,Qtr 4,November,27,27/11/2006,Iran,Antonov,Antonov 74T 20015,Tehran Iran,Force Air Corps Guard Revolutionary Iranian - Military,38,38,0,38
2006,Qtr 3,September,1,01/09/2006,Iran,Tupolev,Tupolev Tu 154MEP,Mahad Iran,Tours Air Iran,148,29,0,29
1967,Qtr 2,April,17,17/04/1967,Iran,Lockheed,Lockheed C 130B5,Near Mamuniyeh Iran,Force Air Iranian Imperial - Military,23,23,0,23
1991,Qtr 2,May,24,24/05/1991,Iran,Ilyushin,Ilyushin 76TDLZ INK,Bakhtaran Iran,Cargo Metro,10,4,0,4
2019,Qtr 1,January,14,14/01/2019,Iran,Boeing,Boeing 707 3J9CEP,Karaj Iran,Air Saha,16,15,0,15
2018,Qtr 3,September,17,17/09/2018,Iran,Ilyushin,Ilyushin Il 20MRF,Near Latakia-Khmeimim Air Base Iran,Force Air Russian - Military,15,15,0,15
2003,Qtr 1,February,19,19/02/2003,Iran,Ilyushin,Ilyushin Il 76MD15,Near Shahdad Iran,Corps Guards Revolution's Islamic - Military,275,275,0,275
1976,Qtr 3,August,2,02/08/1976,Iran,Boeing,Boeing 707 373HL7412,Near Tehran Iran,Airlines Korean,5,5,0,5
2002,Qtr 4,December,23,23/12/2002,Iran,Antonov,Antonov AN 140UR,Near Isfanan Iran,Aeromist-Kharkiv,44,44,0,44
2003,Qtr 2,June,25,25/06/2003,Iran,Lockheed,Lockheed C 130 Hercules,Near Rudshour Iran,Force Air Iran of Republic Islamic - Military,7,7,0,7
1997,Qtr 1,March,13,13/03/1997,Iran,Lockheed,Lockheed C 130HF,Near Mashhad Iran,Force Air Iranian - Military,88,88,0,88
1929,Qtr 3,September,6,06/09/1929,Iran,de Havilland,de Havilland DH 66 HerculesG,Jask Iran,Airways Imperial,5,3,0,3
2005,Qtr 2,April,20,20/04/2005,Iran,Boeing,Boeing B 707,Tehran Iran,Services Airline Saha,169,3,0,3
1974,Qtr 1,March,15,15/03/1974,Iran,Aerospatiale,Aerospatiale Caravelle 10B3OY STK,Tehran Iran,Airways Sterling,96,15,0,15
2014,Qtr 3,August,10,10/08/2014,Iran,HESA,HESA Iran 140,Tehran Iran,Airlines Sepahan,48,39,0,39
2009,Qtr 3,July,15,15/07/2009,Iran,Tupolev,Tupolev 154MEP CPG,Near Qazvin Iran,Airlines Caspian,168,168,0,168
1996,Qtr 2,June,9,09/06/1996,Iran,Boeing,Boeing 727 286EP,Rasht Iran,Air Iran,7,7,0,7
1986,Qtr 4,October,15,15/10/1986,Iran,Boeing,Boeing 737 286EP,Chiraz Iran,Air Iran,80,3,0,3
2020,Qtr 1,January,8,08/01/2020,Iran,Boeing,Boeing 737 8KV WLUR,Near Shahriah Iran,Airlines International Ukraine,176,176,0,176
1981,Qtr 3,September,29,29/09/1981,Iran,Lockheed,Lockheed C 130H5,Tehran Iran,Force Air Iranian - Military,80,60,20,80
2018,Qtr 1,March,11,11/03/2018,Iran,Canadair,Canadair CL 600,81 miles SW o fShahre Kurd Iran,Aviation Mc,11,11,0,11
1951,Qtr 4,December,23,23/12/1951,Iran,SNCASE,SNCASE LanguedocSU AHH,Tehran Iran,Misrair,22,22,0,22
1946,Qtr 4,December,4,04/12/1946,Iran,sunov,Lisunov Li 2,Meshed Iran,Aeroflot,24,24,0,24
2009,Qtr 3,July,24,24/07/2009,Iran,Ilyushin,Ilyushin Il 62MUP,Mashad Iran,Airlines Aria,153,16,0,16
1989,Qtr 2,June,18,18/06/1989,Iran,Antonov,Antonov AN 26YA,Zabol Iran,Airlines Afghan Ariana,39,6,0,6
1963,Qtr 1,March,15,15/03/1963,Iran,Avro,Avro 685 York C1OD ACZ,Near Karai Iran,Airlines East Middle,4,4,0,4
1986,Qtr 4,November,2,02/11/1986,Iran,Lockheed,Lockheed C 130,Near Zahedan Iran,Force Air Iranian - Military,103,103,0,103
1950,Qtr 4,December,1,01/12/1950,Iran,Douglas,Douglas DC 3EP,Near Chamaran Iran,Air Iran,8,8,0,8
2001,Qtr 2,May,17,17/05/2001,Iran,Yakovlev,Yakovlev YAK 40EP,Near Sari Iran,Airlines Qeshm Faraz,30,30,0,30
2005,Qtr 4,December,6,06/12/2005,Iran,Lockheed,Lockheed C 130B Hercules5,Tehran Iran,Force Air Iran of Republic Islamic - Military,94,94,14,108
2018,Qtr 1,February,18,18/02/2018,Iran,ATR,ATR 72 212EP,Kohangan village Iran,Airlines Aseman Iran,66,66,0,66
1980,Qtr 2,April,24,24/04/1980,Iran,Lockheed,Lockheed EC 130E Hercules62,Posht-i-Badam Iran,Force Air U.S. - Military,7,5,0,5
2011,Qtr 1,January,9,09/01/2011,Iran,Boeing,Boeing B 727,Orumiyeh Iran,Air Iran,105,77,0,77
2002,Qtr 1,February,12,12/02/2002,Iran,Tupolev,Tupolev TU 154EP,Near Khorramabed Iran,Tours Air Iran,117,117,0,117
1995,Qtr 1,January,5,05/01/1995,Iran,Lockheed,Lockheed 1329 Jetstar 81003,Isfahan Iran,Force Air Iranian - Military,12,12,0,12
1947,Qtr 3,July,16,16/07/1947,Iran,Avro,Avro 685 YorkG AGMR,Az-Zubair Iran,Airways Overseas British,6,6,0,6
1952,Qtr 4,December,25,25/12/1952,Iran,Douglas,Douglas DC 3EP,Tehran Iran,Air Iran,29,27,0,27
1993,Qtr 3,July,1,01/07/1993,Iran,Fokker,Fokker F 28 Fellowship 3000PK,Sorong Irian,Indonesia          Jaya Merpati Nusantara Airlines,43,41,0,41
1954,Qtr 3,August,22,22/08/1954,Iowa,Douglas,Douglas DC 3N61451,Near Mason City Iowa,Airlines Braniff,19,12,0,12
1989,Qtr 3,July,19,19/07/1989,Iowa,McDonnell,McDonnell Douglas DC 10,Sioux City Iowa,Lines Air United,298,112,0,112
1959,Qtr 1,February,3,03/02/1959,Iowa,Beechcraft,Beechcraft Bonanza 35N3794N,Mason City Iowa,Charter Private - Service Flying Dwyer,4,4,0,4
1993,Qtr 2,April,19,19/04/1993,Iowa,Mitsubishi,Mitsubishi MU 2B,Zwingle Iowa,Private,8,8,0,8
1955,Qtr 1,January,19,19/01/1955,Iowa,Convair,Convair CV 340N73154,Des Moines Iowa,Lines Air United,39,0,0,0
2003,Qtr 1,March,28,28/03/2003,Iowa,Beech,Beech A36N1636W,New Vienna Iowa,Charter - Club Flying Hancock Morris,3,3,0,3
1920,Qtr 2,May,12,12/05/1920,Iowa,de Havilland,De Havilland DH 479,Oskaloosa Iowa,Service Mail Aerial US,2,1,0,1
2013,Qtr 1,January,2,02/01/2013,Iowa,Bell,Bell 407N445MT,Near Clear Lake Iowa,Corporaion Med-Trans,3,3,0,3
1951,Qtr 1,March,2,02/03/1951,Iowa,Douglas,Douglas DC 3N19928,Sioux City Iowa,Airlines Continent Mid,25,16,0,16
1969,Qtr 3,August,31,31/08/1969,Iowa,Cessna,Cessna 172HN3149X,Newton Iowa,Charter Private,3,3,0,3
2004,Qtr 4,November,21,21/11/2004,Inner,Bombardier,Bombardier CRJ200B 3072,Baotou Inner,China          Mongolia China Eastern Airlines,53,53,0,53
2005,Qtr 1,February,22,22/02/2005,"Indonesia
	
Sarmi",CASA,"CASA 212 AviocarP 2032
P","Off Sarmi Indonesia
	
Sarmi",Indonesia Indonesian National Police,18,15,0,15
1982,Qtr 2,June,24,24/06/1982,Indonesia,Boeing,Boeing B 747G,Mount Galunggung Indonesia,Airways British,257,0,0,0
1994,Qtr 4,November,4,04/11/1994,Indonesia,de Havilland,de Havilland Canada DHC 6 Twin Otter 100PK,Near Nabire Indonesia,Service Air Trigana,4,4,0,4
1997,Qtr 4,December,19,19/12/1997,Indonesia,Boeing,Boeing B 737,Near Palembang Indonesia,Silk,104,104,0,104
1961,Qtr 4,December,29,29/12/1961,Indonesia,Douglas,Douglas DC 3PK,Surabaya Indonesia,Airlines Indonesia Garuda,14,14,0,14
2002,Qtr 4,November,7,07/11/2002,Indonesia,Britten,Britten  Norman BN,Tarakan Indonesia,Services Air Dirgantara,10,7,0,7
1993,Qtr 1,January,31,31/01/1993,Indonesia,Shorts,Shorts SC 7 Skyvan 3,Sumatra Indonesia,Transport Air Malaysian Pan,16,16,0,16
1991,Qtr 3,September,3,03/09/1991,Indonesia,Britten,Britten  Norman BN,Sampit Indonesia,Services Air Dirgantara,10,3,0,3
2006,Qtr 4,November,17,17/11/2006,Indonesia,de Havilland,de Havilland Canada DHC 6 Twin Otter 300PK,Puncak Jaya Indonesia,Service Air Trigana,12,12,0,12
2012,Qtr 2,June,21,21/06/2012,Indonesia,Fokker,Fokker F 27 Friendship 400MA,Jakarta Indonesia,Force Air Indonesian - Military,7,7,4,11
1991,Qtr 2,May,9,09/05/1991,Indonesia,Fokker,Fokker F 27 Friendship 600PK,Sulawesi Indonesia,Airlines Nusantara Merpati,13,13,0,13
1957,Qtr 3,July,16,16/07/1957,Indonesia,Lockheed,Lockheed 1049C Super ConstellationPH LKT,Near Biak Indonesia,Airlines Dutch Royal KLM,68,58,0,58
1982,Qtr 2,May,28,28/05/1982,Indonesia,Aerospatiale,Aerospatiale 330G PumaPK PDU,Off Natuma Island Indonesia,Service Air Pelita,10,10,0,10
2015,Qtr 4,October,2,02/10/2015,Indonesia,de Havilland,de Havilland DHC 6 Twin Otter PK,Near Masamba Indonesia,Mandari Avistar,10,10,0,10
1984,Qtr 3,August,15,15/08/1984,Indonesia,Douglas,Douglas C 47APK,Near Wamena Indonesia,Indonesia Airfast,3,2,0,2
2002,Qtr 1,January,16,16/01/2002,Indonesia,Boeing,Boeing B 737,Near Solo Indonesia,Airlines Indonesia Garuda,62,1,0,1
1997,Qtr 3,July,17,17/07/1997,Indonesia,Fokker,Fokker F 27 Friendship 600PK,Bandung Indonesia,Air Sempati,50,30,0,30
1987,Qtr 2,April,4,04/04/1987,Indonesia,McDonnell,McDonnell Douglas DC 9,Medan-Polonia Indonesia,Airlines Indonesia Garuda,45,27,0,27
1942,Qtr 1,January,20,20/01/1942,Indonesia,Lockheed,Lockheed HudsonA16 79,Kupang Indonesia,Force Air Australian Royal - Military,11,11,0,11
1980,Qtr 3,August,26,26/08/1980,Indonesia,Vickers,Vickers Viscount 812PK IVS,Near Jakarta Indonesia,Airlines Indonesia Bouraq,37,37,0,37
2005,Qtr 3,September,5,05/09/2005,Indonesia,Boeing,Boeing 737 230PK,Medan Indonesia,Airlines Mandala,117,99,44,143
1994,Qtr 2,June,18,18/06/1994,Indonesia,Fokker,Fokker F 27 Friendship 500FPK,Mt.  Kalora Indonesia,Airlines Nusantara Merpati,12,12,0,12
1990,Qtr 4,December,6,06/12/1990,Indonesia,IPTN,IPTN 332C Super PumaPK PUI,Near Matak Indonesia,Service Air Pelita,12,10,0,10
1987,Qtr 2,May,25,25/05/1987,Indonesia,de Havilland,de Havilland Canada DHC 6 Twin Otter 100PK,Ilaga Indonesia,Fellowship Aviation Missionary,30,7,0,7
2001,Qtr 2,June,15,15/06/2001,Indonesia,Transall,Transall C 160NGPK,Jayapura Indonesia,Air Manunggal,19,1,0,1
1991,Qtr 1,January,30,30/01/1991,Indonesia,CASA,CASA 212 Aviocar 200PK NCY,Jalaludin Indonesia,Airlines Nusantara Merpati,21,1,0,1
2012,Qtr 2,May,9,09/05/2012,Indonesia,Sukhoi,Sukhoi Superjet 100 95RA,Near Cidahu Indonesia,Sukhoi,45,45,0,45
2015,Qtr 2,June,30,30/06/2015,Indonesia,Lockheed,Lockheed C130 B HerculesA,Medan Indonesia,Force Air Indonesian - Military,122,122,19,141
2011,Qtr 2,May,7,07/05/2011,Indonesia,Xian,Xian MA 60PK,Off Kaimana Indonesia,Airlines Nusantara Merpati,27,27,0,27
1982,Qtr 1,March,20,20/03/1982,Indonesia,Fokker,Fokker F 28 Fellowship 1000PK,Branti Airport Indonesia,Airlines Indonesia Garuda,27,27,0,27
1993,Qtr 1,January,9,09/01/1993,Indonesia,Hawker,Hawker Siddeley HS 748,Surabaya Indonesia,Airlines Indonesia Bouraq,44,17,0,17
1950,Qtr 4,November,17,17/11/1950,Indonesia,Douglas,Douglas DC 3PK,Surabaya Indonesia,Airlines Indonesia Garuda,23,2,0,2
1994,Qtr 2,April,25,25/04/1994,Indonesia,Britten,Britten Norman BN 2A,Nanga Pinoh Indonesia,Services Air Dirgantara,11,11,0,11
1997,Qtr 2,April,19,19/04/1997,Indonesia,British,British Aerospace ATPPK MTX,Tanjung Pandan Indonesia,Airlines Nusantara Merpati,53,15,0,15
1985,Qtr 4,November,21,21/11/1985,Indonesia,Lockheed,Lockheed C 130H HerculesA,Near Sibyak Indonesia,Force Air Indonesian - Military,11,11,0,11
1976,Qtr 4,November,4,04/11/1976,Indonesia,Fokker,Fokker F 27 Friendship 100PK,Banjarmasin Indonesia,Service Air International Bali,38,29,0,29
1977,Qtr 1,March,29,29/03/1977,Indonesia,de Havilland,de Havilland Canada DHC 6 Twin Otter 300PK,Bainaha Valley Indonesia,Airlines Nusantara Merpati,23,15,0,15
2013,Qtr 2,April,13,13/04/2013,Indonesia,Boeing,Boeing B 737,Denpasar Indonesia,Air Lion,108,0,0,0
1985,Qtr 3,August,12,12/08/1985,Indonesia,de Havilland,de Havilland Canada DHC 6 Twin Otter 300PK,Mulia Indonesia,Airlines Nusantara Merpati,19,8,0,8
1987,Qtr 2,May,23,23/05/1987,Indonesia,de Havilland,de Havilland Canada DHC 6 Twin Otter 300PK,Near Ruteng Indonesia,Airlines Nusantara Merpati,8,8,0,8
1994,Qtr 3,July,26,26/07/1994,Indonesia,Sirkorsky,Sikorsky S 58ETPK,East Kalimantan Indonesia,Services Airfast,18,18,0,18
1974,Qtr 3,September,7,07/09/1974,Indonesia,Fokker,Fokker F 27 Friendship 600PK,Tandjung-karang Indonesia,Airlines Indonesia Garuda,39,36,0,36
2021,Qtr 1,January,9,09/01/2021,Indonesia,Boeing,Boeing 737 524PK,Near Jakarta Indonesia,Air Sriwijaya,62,62,0,62
2003,Qtr 1,March,27,27/03/2003,Indonesia,de Havilland,de Havilland Canada DHC 6 Twin OtterPK,Mulia Indonesia,Regional Air PT,16,4,0,4
1979,Qtr 3,July,11,11/07/1979,Indonesia,Fokker,Fokker F 28 Fellowship 1000PK,Near Medan Airfield Indonesia,Airlines Indonesia Garuda,61,61,0,61
1971,Qtr 4,November,10,10/11/1971,Indonesia,Vickers,Vickers Viscount 828PK MVS,Off Padang Indonesia,Airlines Nusantara Merpati,69,69,0,69
1983,Qtr 2,June,2,02/06/1983,Indonesia,Fokker,Fokker F 28 Fellowship 3000RCPK,Tanjung Karang Indonesia,Airlines Indonesia Garuda,61,3,0,3
2008,Qtr 2,June,26,26/06/2008,Indonesia,CASA,CASA NC 212A,Near Salak Mountain Indonesia,Force Air Indonesian - Military,18,18,0,18
1961,Qtr 1,January,24,24/01/1961,Indonesia,Douglas,Douglas DC 3PK,Mt. Burangrang Indonesia,Airlines Indonesia Garuda,21,21,0,21
2007,Qtr 1,January,1,01/01/2007,Indonesia,Boeing,Boeing B 737,Off Parepare Indonesia,Air Adam,102,102,0,102
1995,Qtr 3,August,9,09/08/1995,Indonesia,Hawker,Hawker Siddeley HS 748 2APK,Near Kaimana Indonesia,Airlines Indonesia Bourag,10,10,0,10
1975,Qtr 3,September,24,24/09/1975,Indonesia,Fokker,Fokker F 28 Fellowship 1000PK,Near Palembang Indonesia,Airlines Indonesia Garuda,61,25,1,26
1940,Qtr 1,January,22,22/01/1940,Indonesia,Lockheed,Lockheed 14 Super ElectraPK AFO,Denpasar Indonesia,KNILM,9,8,0,8
2004,Qtr 4,November,30,30/11/2004,Indonesia,McDonnell,McDonnell  Douglas MD,Solo Indonesia,Air Lion,163,25,0,25
2002,Qtr 3,July,16,16/07/2002,Indonesia,Britten,Britten  Norman BN,Near Long Barai Indonesia,Charter Air Raya Merauke Sabang,10,10,0,10
2016,Qtr 4,December,3,03/12/2016,Indonesia,M,M28 SkytruckP 4201,Near Tanjung Pinanga Indonesia,Police Indonesian,13,13,0,13
1986,Qtr 1,March,20,20/03/1986,Indonesia,CASA,CASA 212 Aviocar 100PK NCF,Near Naha Indonesia,Airlines Nusantara Merpati,16,2,0,2
1941,Qtr 4,December,29,29/12/1941,Indonesia,Shorts,Short S 23 Empire Flying Boat G,Sabang Indonesia,BOAC,4,4,0,4
1997,Qtr 3,September,26,26/09/1997,Indonesia,Airbus,Airbus A300 B4,Buah Nabar Indonesia,Airlines Indonesia Garuda,234,234,0,234
2018,Qtr 4,October,29,29/10/2018,Indonesia,Boeing,Boeing 737 MAX 8PK,Off Jakarta Indonesia,Air Lion,189,189,0,189
1972,Qtr 1,February,1,01/02/1972,Indonesia,Douglas,Douglas DC 6XW,Near Tegal Indonesia,Laos/PENAS Air Royal,9,6,0,6
1995,Qtr 4,October,3,03/10/1995,Indonesia,CASA,CASA 212PK ZAG,Gunung Antara Indonesia,Charter Air Raya Merauke Sabang,14,1,0,1
1993,Qtr 2,June,16,16/06/1993,Indonesia,de Havilland,de Havilland Canada DHC 6 Twin Otter 300PK,Nabire Indonesia,Airlines Nasantara Merpati,3,1,0,1
1961,Qtr 1,February,3,03/02/1961,Indonesia,Douglas,Douglas DC 3PK,Off Surabaya Indonesia,Airlines Indonesia Garuda,26,26,0,26
1989,Qtr 3,September,15,15/09/1989,Indonesia,de Havilland,de Havilland Canada DHC 6 Twin Otter 300PK,Near Bentuni Indonesia,Airlines Nusantara Merpati,22,22,0,22
1973,Qtr 1,February,28,28/02/1973,Indonesia,de Havilland,de Havilland Canada DHC 6 Twin Otter 100PK,Near Nabire Indonesia,Airlines Nusantara Merpati,13,13,0,13
2015,Qtr 3,August,12,12/08/2015,Indonesia,Pacific,Pacific AerospacePK KIG,Ninia Indonesia,Air Komala,6,1,0,1
2009,Qtr 2,April,6,06/04/2009,Indonesia,Fokker,Fokker F 27 Friendship 400MA,Bandung Indonesia,Force Air Indonesian - Military,24,24,0,24
1948,Qtr 1,February,10,10/02/1948,Indonesia,Douglas,Douglas DC 3PK,Near Padalarang Indonesia,Airlines Dutch Royal KLM,19,19,0,19
1996,Qtr 4,December,7,07/12/1996,Indonesia,CASA,CASA 212 Aviocar 100PK VSO,Banjarmasin Indonesia,Services Air Dirgantara,17,16,2,18
1991,Qtr 4,October,25,25/10/1991,Indonesia,Britten,Britten  Norman BN2A,Tumbang Miri Indonesia,Service Air International Bali,17,17,0,17
2009,Qtr 2,June,29,29/06/2009,Indonesia,de Havilland,de Havilland Canada DHC 6 Twin Otter 300PK,Near Wamena Indonesia,Mandiri Aviastar,3,3,0,3
2011,Qtr 3,September,29,29/09/2011,Indonesia,CASA,CASA NC 212 Aviocar 200PK,Near Bohorok Indonesia,Air Buana Nusantara,18,18,0,18
2009,Qtr 2,April,9,09/04/2009,Indonesia,British,British Aerospace BAe 146,Near Wamena Indonesia,Mandiri Aviastar,6,6,0,6
1945,Qtr 1,January,23,23/01/1945,Indonesia,Consolidated,Consolidated LiberatorA72 70,Timor Indonesia,Force Air Australian Royal - Military,11,11,0,11
2009,Qtr 3,August,2,02/08/2009,Indonesia,de Havilland,de Havilland Canada DHC 6 Twin Otter 300PK,Ampisibil Village Indonesia,Airlines Nusantara Merpati,16,16,0,16
1991,Qtr 4,October,5,05/10/1991,Indonesia,Lockheed,Lockheed C 130H,Near Jakarta Indonesia,Force Air Indonesian - Military,134,134,2,136
2002,Qtr 2,May,25,25/05/2002,Indonesia,de Havilland,de Havilland Canada DHC 6 Twin Otter 300PK,Near Nabire Indonesia,Service Air Trigana,6,6,0,6
2001,Qtr 1,January,8,08/01/2001,Indonesia,CASA,CASA 212 MP Aviocar 200U,Near Silimo Indonesia,Navy Indonesia Nasional Tentara - Military,9,9,0,9
1959,Qtr 4,December,24,24/12/1959,Indonesia,Douglas,Douglas C 47APK,Palembang Indonesia,Airlines Indonesia Garuda,2,1,0,1
2009,Qtr 2,May,20,20/05/2009,Indonesia,Lockheed,Lockheed C 130 HerculesA,Near Madiun Indonesia,Force Air Indonesian - Military,112,112,2,114
2005,Qtr 2,April,12,12/04/2005,Indonesia,de Havilland,de Havilland Canada DHC 6 Twin Otter 100PK,Enarotali Indonesia,Air GT,18,18,0,18
